序号,名称,规格,壁厚,牌号,连接方式,承压,单位,工程量,不含税单价,不含税总价,含税单价,含税总价,品牌,备注
181,45度弯头,DN20,,,,,个,8,4.36,34.88,4.9268,39.4144,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
182,45度弯头,DN25,,,,,个,8,6.25,50,7.0625,56.5,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
183,45度弯头,DN32,,,,,个,8,10.64,85.12,12.0232,96.1856,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
184,45度弯头,DN40,,,,,个,8,15.27,122.16,17.2551,138.0408,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
185,45度弯头,DN50,,,,,个,8,23.56,188.48,26.6228,212.9824,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
186,45度弯头,DN60,,,,,个,8,52.65,421.2,59.4945,475.956,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
187,45度弯头,DN65,,,,,个,8,76.81,614.48,86.7953,694.3624,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
188,45度弯头,DN80,,,,,个,8,91.38,731.04,103.2594,826.0752,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
189,45度沟槽弯头,DN100,,,,,个,8,119.24,953.92,134.7412,1077.9296,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
190,45度沟槽弯头,DN150,,,,,个,8,232.73,1861.84,262.9849,2103.8792,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
191,45度沟槽弯头,DN200,,,,,个,8,307.93,2463.44,347.9609,2783.6872,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
192,45度沟槽弯头,DN250,,,,,个,8,447.48,3579.84,505.6524,4045.2192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
193,90度异径弯头,DN20×15,,,,,个,8,3.92,31.36,4.4296,35.4368,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
194,90度异径弯头,DN25×15,,,,,个,8,4.96,39.68,5.6048,44.8384,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
195,90度异径弯头,DN25×20,,,,,个,8,5.4,43.2,6.102,48.816,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
196,90度异径弯头,DN32×15,,,,,个,8,6.32,50.56,7.1416,57.1328,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
197,90度异径弯头,DN32×20,,,,,个,8,6.77,54.16,7.6501,61.2008,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
198,90度异径弯头,DN32×25,,,,,个,8,7.95,63.6,8.9835,71.868,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
199,90度异径弯头,DN40×15,,,,,个,8,8.14,65.12,9.1982,73.5856,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
200,90度异径弯头,DN40×20,,,,,个,8,8.7,69.6,9.831,78.648,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
201,90度异径弯头,DN40×25,,,,,个,8,9.92,79.36,11.2096,89.6768,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
202,90度异径弯头,DN40×32,,,,,个,8,11.27,90.16,12.7351,101.8808,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
203,90度异径弯头,DN50×15,,,,,个,8,12.2,97.6,13.786,110.288,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
204,90度异径弯头,DN50×20,,,,,个,8,12.7,101.6,14.351,114.808,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
205,90度异径弯头,DN50×25,,,,,个,8,13.82,110.56,15.6166,124.9328,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
206,90度异径弯头,DN50×32,,,,,个,8,15.44,123.52,17.4472,139.5776,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
207,90度异径弯头,DN50×40,,,,,个,8,17.57,140.56,19.8541,158.8328,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
208,90度异径弯头,DN60×15,,,,,个,8,19.68,157.44,22.2384,177.9072,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
209,90度异径弯头,DN60×20,,,,,个,8,20.15,161.2,22.7695,182.156,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
210,90度异径弯头,DN60×25,,,,,个,8,23.4,187.2,26.442,211.536,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
211,90度异径弯头,DN60×32,,,,,个,8,24.88,199.04,28.1144,224.9152,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
212,90度异径弯头,DN60×40,,,,,个,8,26.1,208.8,29.493,235.944,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
213,90度异径弯头,DN60×50,,,,,个,8,30.1,240.8,34.013,272.104,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
214,90度异径弯头,DN65×15,,,,,个,8,27.56,220.48,31.1428,249.1424,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
215,90度异径弯头,DN65×20,,,,,个,8,28.02,224.16,31.6626,253.3008,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
216,90度异径弯头,DN65×25,,,,,个,8,31.52,252.16,35.6176,284.9408,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
217,90度异径弯头,DN65×32,,,,,个,8,32.91,263.28,37.1883,297.5064,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
218,90度异径弯头,DN65×40,,,,,个,8,35.19,281.52,39.7647,318.1176,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
219,90度异径弯头,DN65×50,,,,,个,8,38.46,307.68,43.4598,347.6784,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
220,90度异径弯头,DN65×60,,,,,个,8,49.69,397.52,56.1497,449.1976,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
221,90度异径弯头,DN80×15,,,,,个,8,34.01,272.08,38.4313,307.4504,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
222,90度异径弯头,DN80×20,,,,,个,8,34.58,276.64,39.0754,312.6032,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
223,90度异径弯头,DN80×25,,,,,个,8,39.04,312.32,44.1152,352.9216,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
224,90度异径弯头,DN80×32,,,,,个,8,40.47,323.76,45.7311,365.8488,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
225,90度异径弯头,DN80×40,,,,,个,8,42.66,341.28,48.2058,385.6464,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
226,90度异径弯头,DN80×50,,,,,个,8,45.12,360.96,50.9856,407.8848,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
227,90度异径弯头,DN80×60,,,,,个,8,56.13,449.04,63.4269,507.4152,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
228,90度异径弯头,DN80×65,,,,,个,8,67.49,539.92,76.2637,610.1096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
229,短内丝三通,DN15×½,,,,,个,8,9.72,77.76,10.9836,87.8688,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
230,短内丝三通,DN20×¾,,,,,个,8,12.27,98.16,13.8651,110.9208,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
231,短内丝三通,"DN25×1""",,,,,个,8,18.01,144.08,20.3513,162.8104,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
232,短内丝三通,DN32×1¼,,,,,个,8,24.81,198.48,28.0353,224.2824,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
233,短内丝三通,DN40×1½,,,,,个,8,32.78,262.24,37.0414,296.3312,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
234,短内丝三通,"DN50×2""",,,,,个,8,47.69,381.52,53.8897,431.1176,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
235,异径内丝弯头,DN20×½,,,,,个,8,8.42,67.36,9.5146,76.1168,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
236,异径内丝弯头,DN25×½,,,,,个,8,10.12,80.96,11.4356,91.4848,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
237,异径内丝弯头,DN25×¾,,,,,个,8,11.29,90.32,12.7577,102.0616,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
238,异径内丝弯头,DN32×½,,,,,个,8,12.53,100.24,14.1589,113.2712,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
239,异径内丝弯头,DN32×¾,,,,,个,8,13.81,110.48,15.6053,124.8424,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
240,异径内丝弯头,"DN32×1""",,,,,个,8,17.14,137.12,19.3682,154.9456,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
241,异径内丝弯头,DN40×½,,,,,个,8,15.73,125.84,17.7749,142.1992,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
242,异径内丝弯头,DN40×¾,,,,,个,8,17.08,136.64,19.3004,154.4032,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
243,异径内丝弯头,"DN40×1""",,,,,个,8,20.46,163.68,23.1198,184.9584,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
244,异径内丝弯头,DN40×1¼,,,,,个,8,23.2,185.6,26.216,209.728,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
245,异径内丝弯头,DN50×½,,,,,个,8,21.73,173.84,24.5549,196.4392,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
246,异径内丝弯头,DN50×¾,,,,,个,8,23.02,184.16,26.0126,208.1008,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
247,异径内丝弯头,"DN50×1""",,,,,个,8,26.24,209.92,29.6512,237.2096,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
248,异径内丝弯头,DN50×1¼,,,,,个,8,29.3,234.4,33.109,264.872,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
249,异径内丝弯头,DN50×1½,,,,,个,8,32.64,261.12,36.8832,295.0656,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
250,异径外丝弯头,DN20×½,,,,,个,8,5.05,40.4,5.7065,45.652,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
251,异径外丝弯头,DN25×½,,,,,个,8,6.07,48.56,6.8591,54.8728,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
252,异径外丝弯头,DN25×¾,,,,,个,8,6.74,53.92,7.6162,60.9296,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
253,异径外丝弯头,DN32×½,,,,,个,8,7.52,60.16,8.4976,67.9808,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
254,异径外丝弯头,DN32×¾,,,,,个,8,8.23,65.84,9.2999,74.3992,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
255,异径外丝弯头,"DN32×1""",,,,,个,8,9.88,79.04,11.1644,89.3152,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
256,异径外丝弯头,DN40×½,,,,,个,8,9.44,75.52,10.6672,85.3376,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
257,异径外丝弯头,DN40×¾,,,,,个,8,10.2,81.6,11.526,92.208,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
258,异径外丝弯头,"DN40×1""",,,,,个,8,11.87,94.96,13.4131,107.3048,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
259,异径外丝弯头,DN40×1¼,,,,,个,8,13.42,107.36,15.1646,121.3168,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
260,异径外丝弯头,DN50×½,,,,,个,8,13.04,104.32,14.7352,117.8816,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
261,异径外丝弯头,DN50×¾,,,,,个,8,13.76,110.08,15.5488,124.3904,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
262,异径外丝弯头,"DN50×1""",,,,,个,8,15.34,122.72,17.3342,138.6736,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
263,异径外丝弯头,DN50×1¼,,,,,个,8,17.09,136.72,19.3117,154.4936,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
264,异径外丝弯头,DN50×1½,,,,,个,8,19.16,153.28,21.6508,173.2064,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
265,三通,DN15,,,,,个,8,6.23,49.84,7.0399,56.3192,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
266,三通,DN20,,,,,个,8,8.14,65.12,9.1982,73.5856,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
267,三通,DN25,,,,,个,8,10.9,87.2,12.317,98.536,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
268,三通,DN32,,,,,个,8,15.42,123.36,17.4246,139.3968,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
269,三通,DN40,,,,,个,8,21.93,175.44,24.7809,198.2472,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
270,三通,DN50,,,,,个,8,36.87,294.96,41.6631,333.3048,共同,2025.7.7，相应机具免费提供壹台，含活接密封圈，货到现场2月支付至到货金额80%，竣工支付至结算金额95%，5%质保2年（如有需要，乙方接受配合甲方债权转让或抵消，以房屋等资产抵偿等形式清偿材料款）
