序号,产品名称,型号,流量Q(m3/h),扬程H(m),转数,功率N(KW),数量,税率,单价,总价,品牌,备        注
10,潜水排污泵,50WQ25-20-3,25,20,0,3,16,0.13,1300,20800,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,16,0.13,200,3200,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,16,0.13,450,7200,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,16,0.13,150,2400,申宝,增加一米，价格加60；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-3,0,0,0,0,8,0.13,1250,10000,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
11,潜水排污泵,50WQ25-20-3,25,20,0,3,10,0.13,1300,13000,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,10,0.13,200,2000,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,10,0.13,450,4500,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,10,0.13,150,1500,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-3,0,0,0,0,5,0.13,1250,6250,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
12,潜水排污泵,50WQ25-15-2.2,25,15,0,2.2,2,0.13,1200,2400,申宝,标配电缆5米增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,2,0.13,200,400,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,2,0.13,450,900,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,2,0.13,150,300,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-2.2,0,0,0,0,1,0.13,1250,1250,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
13,潜水排污泵,50WQ25-15-2.2,20,20,0,2.2,8,0.13,1200,9600,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,8,0.13,200,1600,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,8,0.13,450,3600,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,8,0.13,150,1200,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-2.2,0,0,0,0,4,0.13,1250,5000,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
14,潜水排污泵,50WQ15-20-2.2,15,20,0,2.2,1,0.13,1200,1200,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,1,0.13,200,200,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,1,0.13,450,450,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,1,0.13,150,150,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-1L-2.2,0,0,0,0,1,0.13,900,900,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
15,潜水排污泵,50WQ10-30-4,10,30,0,4,2,0.13,1650,3300,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,2,0.13,200,400,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,2,0.13,450,900,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,2,0.13,150,300,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-4,0,0,0,0,1,0.13,1250,1250,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
16,潜水排污泵,50WQ10-20-2.2,10,20,0,2.2,18,0.13,1200,21600,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,18,0.13,200,3600,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,18,0.13,450,8100,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,18,0.13,200,3600,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-2.2,0,0,0,0,9,0.13,1250,11250,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
17,卫生间一体化提升装置,0,0,0,0,0,9,0.13,0,0,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,潜水排污泵,80WQ50-25-7.5,15L/S,25,0,7.5,18,0.13,2900,52200,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-80,0,0,0,0,18,0.13,400,7200,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度1米(2根一套),0,0,0,0,18,0.13,400,7200,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度1米,0,0,0,0,18,0.13,60,1080,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢水箱,"配置：1500*1000*1000不锈钢304水箱
一台(厚度2mm)",0,0,0,0,9,0.13,8500,76500,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-7.5,0,0,0,0,9,0.13,2500,22500,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
19,潜水排污泵,65WQ25-36-7.5,36,35,0,7.5,20,0.13,2900,58000,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-65,0,0,0,0,20,0.13,250,5000,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,20,0.13,450,9000,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,20,0.13,150,3000,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-7.5,0,0,0,0,10,0.13,2500,25000,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
20,潜水排污泵,50WQ20-32-5.5,20,32,0,5.5,76,0.13,2300,174800,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,76,0.13,200,15200,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,76,0.13,450,34200,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,76,0.13,150,11400,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-5.5,0,0,0,0,38,0.13,1600,60800,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
21,潜水排污泵,50WQ15-35-5.5,15,35,0,5.5,2,0.13,2300,4600,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,2,0.13,200,400,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,2,0.13,450,900,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,2,0.13,150,300,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,"
控制柜",SBKP-2ACL-5.5,0,0,0,0,1,0.13,1600,1600,申宝,"(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
22,卫生间一体化提升装置,0,0,0,0,0,1,0.13,0,0,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,潜水排污泵,50WQ20-35-7.5,20,35,0,7.5,2,0.13,2800,5600,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,2,0.13,200,400,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度1米(2根一套),0,0,0,0,2,0.13,250,500,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度1米,0,0,0,0,2,0.13,60,120,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢水箱,"配置：1000*1000*1000不锈钢304水箱
一台(厚度2mm)",0,0,0,0,1,0.13,6500,6500,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-7.5,0,0,0,0,1,0.13,2500,2500,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
24,潜水排污泵,80WQ60-30-11,60,30,0,11,12,0.13,4300,51600,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-80,0,0,0,0,12,0.13,400,4800,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,12,0.13,650,7800,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,12,0.13,150,1800,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-11,0,0,0,0,6,0.13,3000,18000,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
25,潜水排污泵,65WQ36-35-7.5,36,35,0,7.5,3,0.13,2900,8700,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-65,0,0,0,0,3,0.13,250,750,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,3,0.13,450,1350,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,3,0.13,150,450,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-3ACL-7.5,0,0,0,0,1,0.13,3700,3700,申宝,"一控三，自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
26,潜水排污泵,65WQ36-35-7.5,36,30,0,7.5,3,0.13,2900,8700,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-65,0,0,0,0,3,0.13,250,750,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,3,0.13,450,1350,申宝,增加一米，价格加280；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,3,0.13,150,450,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-3ACL-7.5,0,0,0,0,1,0.13,3700,3700,申宝,"一控三，自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；三个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
27,潜水排污泵,50WQ15-30-4,10,30,0,4,2,0.13,1650,3300,申宝,标配电缆5米；增加一米，价格加15；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,自耦,GAK-50,0,0,0,0,2,0.13,200,400,申宝,2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢导杆,单根长度2米(2根一套),0,0,0,0,2,0.13,450,900,申宝,增加一米，价格加240；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,不锈钢链条,长度3米,0,0,0,0,2,0.13,150,300,申宝,增加一米，价格加602025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
0,控制柜,SBKP-2ACL-3,0,0,0,0,1,0.13,1250,1250,申宝,"一控二；自动交替带BA接口：只监不控
(运行、停止、故障)/带高液位报警，
不含浮球，断路器：施耐德，接触器，
继电器：正泰；二个施耐德断路器；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付"
0,浮球开关,控制线5米,0,0,0,0,223,0.13,80,17840,申宝,增加一米，价格加5；2025.12.10，无预付款，货到现场一个月付至到货款的95%，（六个月商业银行承兑汇票），结算金额5%，质保两年，无息支付
1,车库隔油沉砂废水集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,28,0.13,1220,34160,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B-D（主要元器件：正泰）,0,0,0,0,14,0.13,2540,35560,上海连城,双电源，一用一备；超高液位报警、二泵同时启动，含双电源国产系列CB级。2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,28,0.13,340,9520,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,28,0.13,80,2240,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,28,0.13,165,4620,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,28,0.13,60,1680,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
2,车库隔油沉砂废水集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,22,0.13,1220,26840,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,11,0.13,1405,15455,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,22,0.13,340,7480,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,22,0.13,80,1760,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,22,0.13,165,3630,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,22,0.13,60,1320,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
3,非机动车道排水集水井潜水排污泵,50WQE20-15-1.5,20,15,0,1.5,4,0.13,1220,4880,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-1.5/B（主要元器件：正泰）,0,0,0,0,2,0.13,1405,2810,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,自耦,GAK(II)-50,0,0,0,0,4,0.13,340,1360,上海连城,2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,浮球开关,0,0,0,0,0,4,0.13,80,320,上海连城,配10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,导杆,DN32×3.5,0,0,0,0,4,0.13,165,660,上海连城,3米镀锌导杆2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,吊链,6×18,0,0,0,0,4,0.13,60,240,上海连城,3.5米铁链一根2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
4,汽车坡道排水集水井潜水排污泵,80WQE50-15-4,50,15,0,4,4,0.13,2030,8120,上海连城,10米电缆线2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
0,控制柜,LEC-2ACS-4/B（主要元器件：正泰）,0,0,0,0,2,0.13,1405,2810,上海连城,一用一备；超高液位报警、二泵同时启动2025.3.4，无预付款，货到现场验收合格后1月支付至到货金额的95%，（其中50%以半年期商业承兑汇票形式支付，50%以现金电汇形式支付），货物全送现场后，供方开具总到货金额的5%的两年银行质量保函，买方支付至结算金额的100%
