序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
308,风阀,BEEC,1800*500,2mm,1,个,1483,1483,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
309,风阀,BEEC,1800*350,2mm,60,个,1408,84480,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
310,风阀,BEEC,1600*630,2mm,1,个,1490,1490,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
311,风阀,BEEC,1000*320,2mm,7,个,916,6412,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
312,风阀,BEEC,1000*400,2mm,7,个,945,6615,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
313,风阀,BEEC,2000*500,2mm,2,个,1537,3074,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
314,风阀,BEEC,800*400,2mm,1,个,895,895,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
315,风阀,BEEC,800*500,2mm,1,个,927,927,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
316,风阀,BEEC,700*400,2mm,1,个,870,870,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
317,风阀,BEEC,1250*630,2mm,1,个,1099,1099,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
318,风阀,BEEC,1250*320,2mm,10,个,975,9750,扬州新扬,全自动机构，带就地开放装置，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
319,风阀,BED,1000*800,2mm,1,个,747,747,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
320,风阀,BED,1200*600,2mm,1,个,733,733,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
321,风阀,BED,1600*400,2mm,1,个,1003,1003,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
322,风阀,BED,1600*630,2mm,1,个,1110,1110,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
323,风阀,BED,2000*400,2mm,2,个,1103,2206,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
324,风阀,BED,800*320,2mm,1,个,529,529,扬州新扬,半自动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
325,风阀,EVD,1000*400,1.6mm,1,个,285,285,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
326,风阀,EVD,1250*320,1.6mm,1,个,310,310,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
327,风阀,EVD,1250*500,1.6mm,2,个,370,740,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
328,风阀,EVD,1250*630,1.6mm,1,个,413,413,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
329,风阀,EVD,1600*800,1.6mm,1,个,561,561,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
330,风阀,EVD,320*200,1.6mm,1,个,106,106,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
331,风阀,EVD,400*800,1.6mm,1,个,244,244,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
332,风阀,EVD,500*400,1.6mm,3,个,182,546,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
333,风阀,EVD,500*500,1.6mm,2,个,204,408,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
334,风阀,EVD,500*630,1.6mm,1,个,233,233,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
335,风阀,EVD,630*320,1.6mm,5,个,190,950,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
336,风阀,EVD,630*400,1.6mm,1,个,209,209,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
337,风阀,EVD,630*500,1.6mm,1,个,233,233,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
338,风阀,EVD,630*630,1.6mm,1,个,264,264,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
339,风阀,EVD,630*800,1.6mm,3,个,305,915,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
340,风阀,EVD,700*750,1.6mm,1,个,311,311,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
341,风阀,EVD,800*320,1.6mm,2,个,223,446,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
342,风阀,EVD,800*400,1.6mm,7,个,244,1708,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
343,风阀,EVD,800*500,1.6mm,4,个,270,1080,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
344,风阀,EVD,800*630,1.6mm,1,个,305,305,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
345,风阀,EVD,800*650,1.6mm,1,个,310,310,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
346,风阀,EVD,800*700,1.6mm,1,个,323,323,扬州新扬,不含执行器，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
347,风阀,FD,1000*1000,2mm,1,个,703,703,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
348,风阀,FD,1000*320,2mm,1,个,394,394,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
349,风阀,FD,1200*750,2mm,1,个,609,609,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
350,风阀,FD,1250*2000,2mm,1,个,1584,1584,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
351,风阀,FD,2000*400,2mm,1,个,738,738,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
352,风阀,FD,2000*500,2mm,1,个,792,792,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
353,风阀,FD,2000*630,2mm,1,个,861,861,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
354,风阀,FD,2000*650,2mm,1,个,872,872,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
355,风阀,FD,2050*650,2mm,1,个,1038,1038,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
356,风阀,FD,2200*800,2mm,1,个,1194,1194,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
357,风阀,FD,2300*1000,2mm,1,个,1513,1513,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
358,风阀,FD,250*200,2mm,1,个,191,191,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
359,风阀,FD,600*600,2mm,1,个,380,380,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
360,风阀,FD,800*630,2mm,1,个,446,446,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
361,风阀,FD,1150*800,2mm,1,个,613,613,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
362,风阀,FD,1250*1200,2mm,1,个,872,872,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
363,风阀,FD,1250*600,2mm,1,个,565,565,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
364,风阀,FD,2000*1250,2mm,1,个,1192,1192,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
365,风阀,FD,2100*650,2mm,1,个,1052,1052,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
366,风阀,FD,3200*750,2mm,1,个,1602,1602,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
367,风阀,FD,900*500,2mm,1,个,431,431,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
368,风阀,FDS,1000*1000,2mm,11,个,703,7733,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
369,风阀,FDS,1000*1600,2mm,1,个,1130,1130,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
370,风阀,FDS,1000*320,2mm,3,个,394,1182,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
371,风阀,FDS,1000*400,2mm,18,个,422,7596,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
372,风阀,FDS,1000*500,2mm,6,个,458,2748,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
373,风阀,FDS,1000*630,2mm,11,个,504,5544,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
374,风阀,FDS,1000*750,2mm,1,个,547,547,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
375,风阀,FDS,1000*800,2mm,14,个,565,7910,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
376,风阀,FDS,1050*300,2mm,2,个,398,796,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
377,风阀,FDS,1050*320,2mm,2,个,406,812,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
378,风阀,FDS,1050*750,2mm,1,个,562,562,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
379,风阀,FDS,1200*750,2mm,1,个,609,609,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
380,风阀,FDS,1250*1000,2mm,2,个,792,1584,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
381,风阀,FDS,1250*1250,2mm,3,个,892,2676,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
382,风阀,FDS,1250*1600,2mm,2,个,1290,2580,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
383,风阀,FDS,1250*2000,2mm,3,个,1584,4752,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
384,风阀,FDS,1250*320,2mm,30,个,453,13590,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
385,风阀,FDS,1250*400,2mm,5,个,485,2425,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
386,风阀,FDS,1250*500,2mm,17,个,525,8925,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
387,风阀,FDS,1250*630,2mm,19,个,577,10963,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
388,风阀,FDS,1250*700,2mm,1,个,605,605,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
389,风阀,FDS,1250*750,2mm,2,个,625,1250,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
390,风阀,FDS,1250*800,2mm,32,个,645,20640,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
391,风阀,FDS,1400*1600,2mm,1,个,1520,1520,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
392,风阀,FDS,1400*700,2mm,2,个,717,1434,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
393,风阀,FDS,1400*800,2mm,1,个,760,760,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
394,风阀,FDS,1500*650,2mm,1,个,725,725,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
395,风阀,FDS,1600*1250,2mm,3,个,1032,3096,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
396,风阀,FDS,1600*400,2mm,4,个,639,2556,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
397,风阀,FDS,1600*500,2mm,6,个,685,4110,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
398,风阀,FDS,1600*600,2mm,1,个,731,731,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
399,风阀,FDS,1600*630,2mm,13,个,745,9685,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
400,风阀,FDS,1600*800,2mm,9,个,824,7416,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
401,风阀,FDS,2000*1000,2mm,3,个,1059,3177,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
402,风阀,FDS,2000*400,2mm,12,个,738,8856,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
403,风阀,FDS,2000*500,2mm,11,个,792,8712,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
404,风阀,FDS,2000*630,2mm,3,个,861,2583,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
405,风阀,FDS,2200*800,2mm,2,个,1194,2388,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
406,风阀,FDS,2400*800,2mm,1,个,1258,1258,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
407,风阀,FDS,2500*400,2mm,3,个,970,2910,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
408,风阀,FDS,2500*800,2mm,1,个,1290,1290,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
409,风阀,FDS,3000*630,2mm,1,个,1432,1432,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
410,风阀,FDS,400*1000,2mm,1,个,489,489,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
411,风阀,FDS,400*500,2mm,1,个,298,298,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
412,风阀,FDS,500*320,2mm,1,个,276,276,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
413,风阀,FDS,500*400,2mm,13,个,298,3874,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
414,风阀,FDS,500*800,2mm,1,个,404,404,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
415,风阀,FDS,630*1000,2mm,1,个,571,571,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
416,风阀,FDS,630*1250,2mm,1,个,643,643,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
417,风阀,FDS,630*320,2mm,8,个,307,2456,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
418,风阀,FDS,630*400,2mm,7,个,330,2310,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
419,风阀,FDS,750*1250,2mm,1,个,691,691,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
420,风阀,FDS,800*1250,2mm,2,个,712,1424,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
421,风阀,FDS,800*250,2mm,12,个,324,3888,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
422,风阀,FDS,800*320,2mm,7,个,347,2429,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
423,风阀,FDS,800*400,2mm,11,个,372,4092,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
424,风阀,FDS,800*500,2mm,1,个,404,404,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
425,风阀,FDS,800*630,2mm,5,个,446,2230,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
426,风阀,FDS,800*800,2mm,3,个,501,1503,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
427,风阀,FDS,2000*1250,2mm,1,个,1192,1192,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
428,风阀,FDS,1400*630,2mm,1,个,687,687,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
429,风阀,FDSH,1000*1000,2mm,4,个,703,2812,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
430,风阀,FDSH,1000*1250,2mm,4,个,792,3168,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
431,风阀,FDSH,1000*1600,2mm,1,个,1130,1130,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
432,风阀,FDSH,1000*200,2mm,6,个,351,2106,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
433,风阀,FDSH,1000*320,2mm,11,个,394,4334,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
434,风阀,FDSH,1000*400,2mm,13,个,422,5486,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
435,风阀,FDSH,1000*630,2mm,24,个,504,12096,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
436,风阀,FDSH,1000*800,2mm,5,个,565,2825,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
437,风阀,FDSH,1100*630,2mm,11,个,533,5863,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
438,风阀,FDSH,1250*1000,2mm,1,个,792,792,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
439,风阀,FDSH,1250*1600,2mm,2,个,1290,2580,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
440,风阀,FDSH,1250*2000,2mm,1,个,1584,1584,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
441,风阀,FDSH,1250*250,2mm,1,个,424,424,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
442,风阀,FDSH,1250*320,2mm,68,个,453,30804,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
443,风阀,FDSH,1250*500,2mm,18,个,525,9450,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
444,风阀,FDSH,1250*630,2mm,59,个,577,34043,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
445,风阀,FDSH,1250*800,2mm,6,个,645,3870,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
446,风阀,FDSH,1400*1600,2mm,1,个,1520,1520,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
447,风阀,FDSH,1500*950,2mm,2,个,858,1716,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
448,风阀,FDSH,1600*1000,2mm,1,个,916,916,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
449,风阀,FDSH,1600*1250,2mm,2,个,1032,2064,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
450,风阀,FDSH,1600*320,2mm,2,个,601,1202,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
451,风阀,FDSH,1600*400,2mm,33,个,639,21087,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
452,风阀,FDSH,1600*500,2mm,1,个,685,685,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
453,风阀,FDSH,1600*630,2mm,11,个,745,8195,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
454,风阀,FDSH,1600*800,2mm,2,个,824,1648,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
455,风阀,FDSH,1600*900,2mm,1,个,870,870,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
456,风阀,FDSH,1600*950,2mm,1,个,893,893,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
457,风阀,FDSH,1700*300,2mm,116,个,615,71340,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
458,风阀,FDSH,1800*320,2mm,66,个,648,42768,扬州新扬,手动机构，2025.11.3，无预付款，货到现场俩个月付至80%，竣工验收付至90%，结算完成付至97%，3%质保2年
